,Disaese Modifying,Clinical Trial,Drug Central,Symptomatic
0,0.9344601268183655,0.734445101738039,0.8144280149686708,0.8304920055067875
1,0.9445265439105358,0.7174412691449068,0.8360974421850287,0.8802323510331761
2,0.9432380490812895,0.7094463599733709,0.8220035605810181,0.8757491929208518
3,0.9355441562590174,0.696076470342899,0.8208120138850801,0.8858126388144705
4,0.9458753049655007,0.6870347811682522,0.8283809584514883,0.8878522801411134
5,0.9391607653206923,0.7020262736371545,0.8199269641748036,0.856598388960195
6,0.9486821362689717,0.6890697803150996,0.861995823691946,0.8975299821999467
7,0.9286019929290299,0.6791075758619002,0.8122641226251059,0.8735481912318128
8,0.921598552898802,0.6929543880523525,0.8224783031726526,0.8933110207118371
9,0.9405154494087026,0.6711423105061252,0.832350132632384,0.8667224667094873
