,Disaese Modifying,Clinical Trial,Drug Central,Symptomatic,Disease Modifying
0,0.9323339930969338,0.7155452364363266,0.8174875650191444,0.8897995993293148,0.9271091852356452
1,0.9177503481609032,0.7010254146702817,0.7588989279345517,0.7812408440536099,0.9207335295115601
2,0.5,0.5,0.5,0.5,0.9207295320997728
3,0.9359094142002748,0.7128063911783853,0.8251378993239048,0.8374497543849011,0.9241289526911398
4,0.92073352951156,0.7223676428647752,0.7942398856226347,0.8176171224656248,0.5
5,0.9207295320997728,0.6905049448781169,0.7772787412782811,0.707269178938177,0.9223922774580008
6,0.9127954895213632,0.7170284563761703,0.806794658090835,0.8245946300070123,0.9127954895213632
7,0.9223922774580008,0.6994081017326528,0.826326643470514,0.8279948827157549,0.9359094142002748
8,0.9271091852356452,0.7252752610605341,0.7923555996881155,0.8001220772308585,0.9323339930969338
9,0.9241289526911398,0.7319439392651053,0.8108167332855032,0.851771161398943,0.9177503481609032
